Component,MW,RD (m),hh (m),mass (kg),cost ($),model,source,note,OEM,outlier?,US market model?
tower,5,115,80,427000,,XEMC DARWIND XD115 5.0,https://en.wind-turbine-models.com/turbines/1137-xemc-darwind-xd115-5-0,,XEMC DARWIND,No,No
tower,2,70.7,65,150000,,XEMC Ltd XE72,https://en.wind-turbine-models.com/turbines/616-xemc-ltd-xe72,,XEMC Ltd,No,No
tower,2,87.7,70,148000,,XEMC Ltd XE87,https://en.wind-turbine-models.com/turbines/617-xemc-ltd-xe87,,XEMC Ltd,No,No
tower,5,115,95,390000,,XEMC Ltd XE/DD115,https://en.wind-turbine-models.com/turbines/75-xemc-ltd-xe-dd115,,XEMC Ltd,No,No
tower,5,126,100,150000,,XEMC Ltd XE/DD126,https://en.wind-turbine-models.com/turbines/1135-xemc-ltd-xe-dd126,,XEMC Ltd,No,No
tower,0.6,43,40,62000,,Goldwind S 43 / 600,https://en.wind-turbine-models.com/turbines/1206-goldwind-s-43-600,,Goldwind,No,No
tower,0.25,28,32.8,11000,,Zephyr AB WTS 28.250,https://en.wind-turbine-models.com/turbines/1030-zephyr-ab-wts-28-250,,Zephyr AB,No,No
tower,2,70.7,65,150000,,Zephyros Z72,https://en.wind-turbine-models.com/turbines/88-zephyros-z72,,Zephyros,No,No
tower,0.25,25,28.5,34000,,Windey WD25-250,https://en.wind-turbine-models.com/turbines/1238-windey-wd25-250,,Windey,No,No
tower,0.75,49,50,90000,,Windey WD49-750,https://en.wind-turbine-models.com/turbines/1222-windey-wd49-750,,Windey,No,No
tower,0.75,50,50,90000,,Windey WD50-750,https://en.wind-turbine-models.com/turbines/1223-windey-wd50-750,,Windey,No,No
tower,0.8,52,50,90000,,Windey WD52-800,https://en.wind-turbine-models.com/turbines/1224-windey-wd52-800,,Windey,No,No
tower,0.75,46,48.6,56600,,Zond Z-46,https://en.wind-turbine-models.com/turbines/2525-zond-z-46,,Zond,No,No
tower,0.75,50,55,49000,,Zond Z-50,https://en.wind-turbine-models.com/turbines/2-zond-z-50,,Zond,No,No
tower,6,170,115,394711,,SG-6.0-170,"SG 6.0-170 Preliminary, Generic - Site Roads and Hardstands requirements",,,No,No
tower,6,170,100,333435,,SG-6.0-170,"SG 6.0-170 Preliminary, Generic - Site Roads and Hardstands requirements",,,No,No
tower,6.6,170,100,295664,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,110.5,367608,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,115,381054,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,135,466836,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,145,529988,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,150,567212,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,155,585279,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,6.6,170,165,644097,,SG-6.6-170,SG 6.6-170 developer package,,,No,No
tower,5.5,158,107.4,274700,,GE 5.X-158,GE 5.X-158 technical documentation,,,No,Yes
tower,5.5,158,125.4,362100,,GE 5.X-158,GE 5.X-158 technical documentation,,,No,Yes
tower,2.5,120,120,344545,,GE 3.X,GE 3.X technical documentation,,,No,No
tower,2.5,120,110,289425,,GE 3.X,GE 3.X technical documentation,,,No,No
tower,2.85,100,98.3,249600,,GE 3.X,GE 3.X technical documentation,,,No,No
tower,2.85,100,85,173617,,GE 3.X,GE 3.X technical documentation,,,No,No
tower,2.85,100,75,152827,,GE 3.X,GE 3.X technical documentation,,,No,No
tower,2.85,100,70,138527,,GE 3.X,GE 3.X technical documentation,,,No,No
transformer,2.85,,,11000,,GE 3.X,GE 3.X technical documentation,,,No,No
transformer,5.5,158,,14000,,GE 5.X-158,GE 5.X-158 technical documentation,,,No,Yes
turbine,2,61.1,60,2380000,,Elsam TjÃ¦reborg,https://en.wind-turbine-models.com/turbines/1012-elsam-tj-reborg,,Elsam,No,No
turbine,3,78,80,2258000,,Karlskronavarvet WTS-3 Maglarp,https://en.wind-turbine-models.com/turbines/1028-karlskronavarvet-wts-3-maglarp,,Karlskronavarvet,No,No
turbine,3,116,92,1818000,,PROKON P3000/116,https://en.wind-turbine-models.com/turbines/738-prokon-p3000-116,,PROKON,No,No
turbine,3.2,110,120,1730000,,SchÃ¼tz VT110,https://en.wind-turbine-models.com/turbines/1018-schuetz-vt110,,SchÃ¼tz,No,No
turbine,3,80.5,78,1681800,,KvÃ¦rner Turbin AB NÃ¤sudden II,https://en.wind-turbine-models.com/turbines/830-kv-rner-turbin-ab-naesudden-ii,,KvÃ¦rner Turbin AB,No,No
turbine,3,80.5,92,1381300,,MBB Messerschmitt Aeolus II,https://en.wind-turbine-models.com/turbines/134-mbb-messerschmitt-aeolus-ii,,MBB Messerschmitt,No,No
turbine,5.276,122,90,1375500,,BARD VM,https://en.wind-turbine-models.com/turbines/6-bard-vm,,BARD,No,No
turbine,3,100,100,1284000,,Acciona AW-100/3000,https://en.wind-turbine-models.com/turbines/142-acciona-aw-100-3000,,Acciona,No,Yes
turbine,3,109,100,1284000,,Acciona AW-109/3000,https://en.wind-turbine-models.com/turbines/783-acciona-aw-109-3000,,Acciona,No,Yes
turbine,6.5,122,90,1210000,,BARD 6.5,https://en.wind-turbine-models.com/turbines/916-bard-6-5,,BARD,No,No
turbine,5,116,90,1135000,,Multibrid M5000,https://en.wind-turbine-models.com/turbines/22-multibrid-m5000,,Multibrid,No,No
turbine,1.5,70,65,970000,,Enercon E-66/15.70,https://en.wind-turbine-models.com/turbines/73-enercon-e-66-15-70,,Enercon,No,No
turbine,7.2,172,166,928000,,V172-7.2,Vestas material use brochure,,,No,No
turbine,7.2,162,166,894000,,V162-7.2,Vestas material use brochure,,,No,No
turbine,1,55,45,850000,,James Howden HWP-1000,https://en.wind-turbine-models.com/turbines/1813-james-howden-hwp-1000,,James Howden,No,No
turbine,6.2,162,149,801000,,V162-6.2,Vestas material use brochure,,,No,No
turbine,6,150,155,773000,,V150-6.0,Vestas material use brochure,,,No,Yes
turbine,5,115,80,708000,,XEMC DARWIND XD115 5.0,https://en.wind-turbine-models.com/turbines/1137-xemc-darwind-xd115-5-0,,XEMC DARWIND,No,No
turbine,4.2,150,155,682000,,V150-4.2,Vestas material use brochure,,,No,Yes
turbine,5,115,95,671000,,XEMC Ltd XE/DD115,https://en.wind-turbine-models.com/turbines/75-xemc-ltd-xe-dd115,,XEMC Ltd,No,No
turbine,1.2,60,50,657000,,MAN WKA-60 (GROWIAN II),https://en.wind-turbine-models.com/turbines/182-man-wka-60-growian-ii,,MAN,No,No
turbine,1.2,60,50,657000,,U.E. Fenosa AWEC-60,https://en.wind-turbine-models.com/turbines/818-u-e-fenosa-awec-60,,U.E. Fenosa,No,No
turbine,3.45,136,112,570000,,V136-3.45,Vestas material use brochure,,,No,Yes
turbine,4.2,136,112,544000,,V136-4.2,Vestas material use brochure,,,No,Yes
turbine,3.45,126,117,530000,,V126-3.45,Vestas material use brochure,,,No,Yes
turbine,4.5,163,98000,501000,,Vestas V163-4.5,https://en.wind-turbine-models.com/turbines/2444-vestas-v163-4-5,,Vestas,No,No
turbine,4.5,163,98,501000,,V163-4.5,Vestas material use brochure,,,No,Yes
turbine,2.5,90,85,500000,,FuhrlÃ¤nder FL 2500/90,https://en.wind-turbine-models.com/turbines/83-fuhrlaender-fl-2500-90,,FuhrlÃ¤nder,No,No
turbine,2.5,100,85,500000,,FuhrlÃ¤nder FL 2500/100,https://en.wind-turbine-models.com/turbines/347-fuhrlaender-fl-2500-100,,FuhrlÃ¤nder,No,Yes
turbine,2.5,104,85,500000,,FuhrlÃ¤nder FL 2500/104,https://en.wind-turbine-models.com/turbines/1346-fuhrlaender-fl-2500-104,,FuhrlÃ¤nder,No,No
turbine,2.5,100,85,500000,,Global Wind Power Lt GWP 100 - 2500,https://en.wind-turbine-models.com/turbines/1095-global-wind-power-lt-gwp-100-2500,,Global Wind Power Lt,No,No
turbine,2.5,100,85,500000,,W2E Wind to Energy W2E-100/2.5,https://en.wind-turbine-models.com/turbines/1146-w2e-wind-to-energy-w2e-100-2-5,,W2E Wind to Energy,No,No
turbine,2.5,103,85,500000,,W2E Wind to Energy W2E-103/2.5,https://en.wind-turbine-models.com/turbines/1147-w2e-wind-to-energy-w2e-103-2-5,,W2E Wind to Energy,No,No
turbine,2.5,103,85,498000,,FuhrlÃ¤nder LLC WTU2.5-103,https://en.wind-turbine-models.com/turbines/1499-fuhrlaender-llc-wtu2-5-103,,FuhrlÃ¤nder LLC,No,No
turbine,2.5,104,85,498000,,FWT 104/2500,https://en.wind-turbine-models.com/turbines/1041-fwt-104-2500,,FWT,No,No
turbine,2.5,100,85,497000,,FuhrlÃ¤nder LLC WTU2.5-100,https://en.wind-turbine-models.com/turbines/1498-fuhrlaender-llc-wtu2-5-100,,FuhrlÃ¤nder LLC,No,No
turbine,2.5,100,85,497000,,FWT 100/2500,https://en.wind-turbine-models.com/turbines/1040-fwt-100-2500,,FWT,No,No
turbine,2.5,90,85,496000,,FuhrlÃ¤nder LLC WTU2.5-90,https://en.wind-turbine-models.com/turbines/1497-fuhrlaender-llc-wtu2-5-90,,FuhrlÃ¤nder LLC,No,Yes
turbine,2.5,90,85,496000,,FWT 90/2500,https://en.wind-turbine-models.com/turbines/1039-fwt-90-2500,,FWT,No,No
turbine,3,120,90,495000,,FuhrlÃ¤nder LLC WTU3.0-120,https://en.wind-turbine-models.com/turbines/1502-fuhrlaender-llc-wtu3-0-120,,FuhrlÃ¤nder LLC,No,No
turbine,3,120.6,90,495000,,FWT 120/3000,https://en.wind-turbine-models.com/turbines/1042-fwt-120-3000,,FWT,No,No
turbine,2.5,120,120,487593,,GE2.5-120,GE 3.X technical documentation,,,No,Yes
turbine,3.6,107,80,475000,,Siemens SWT-3.6-107 Onshore,https://en.wind-turbine-models.com/turbines/102-siemens-swt-3-6-107-onshore,,Siemens,No,No
turbine,4.5,136,112,466000,,V136-4.5,Vestas material use brochure,,,No,Yes
turbine,2.5,90,70,465000,,Nordex N90/2500,https://en.wind-turbine-models.com/turbines/734-nordex-n90-2500,,Nordex,No,No
turbine,4.5,150,105,446000,,V150-4.5,Vestas material use brochure,,,No,Yes
turbine,3.6,155,105,441000,,V155-3.6,Vestas material use brochure,,,No,No
turbine,4.5,120,90,440000,,Vestas V120-4.5,https://en.wind-turbine-models.com/turbines/1728-vestas-v120-4-5,,Vestas,No,No
turbine,3.45,112,94,438000,,V112-3.45,Vestas material use brochure,,,No,Yes
turbine,3.45,117,91.5,436000,,V117-3.45,Vestas material use brochure,,,No,Yes
turbine,2.5,120,110,432493,,GE2.5-120,GE 3.X technical documentation,,,No,Yes
turbine,3.2,97.5,61,425900,,NASA MOD-5B Boeing,https://en.wind-turbine-models.com/turbines/1383-nasa-mod-5b-boeing,,NASA,No,No
turbine,5,126,100,425000,,XEMC Ltd XE/DD126,https://en.wind-turbine-models.com/turbines/1135-xemc-ltd-xe-dd126,,XEMC Ltd,No,No
turbine,4.2,117,91.5,425000,,V117-4.2,Vestas material use brochure,,,No,No
turbine,3,90,80,396000,,Vestas V90-3.0,https://en.wind-turbine-models.com/turbines/603-vestas-v90-3-0,,Vestas,No,Yes
turbine,2,80,60,391000,,Gamesa G80,https://en.wind-turbine-models.com/turbines/34-gamesa-g80,,Gamesa,No,Yes
turbine,2.3,82.4,80,386500,,AN Bonus 2300/82,https://en.wind-turbine-models.com/turbines/857-an-bonus-2300-82,,AN Bonus,No,No
turbine,2.3,82.4,80,386500,,Bonus B82/2300,https://en.wind-turbine-models.com/turbines/699-bonus-b82-2300,,Bonus,No,No
turbine,2.85,103,98,386200,,GE2.85-103,GE 3.X technical documentation,,,No,Yes
turbine,2,87,67,386000,,Gamesa G87,https://en.wind-turbine-models.com/turbines/548-gamesa-g87,,Gamesa,No,Yes
turbine,5,135,,375000,,AREVA M5000-135,https://en.wind-turbine-models.com/turbines/686-areva-m5000-135,,AREVA,No,No
turbine,2.75,92,70,370000,,NEG Micon NM 92/2750 prototype,https://en.wind-turbine-models.com/turbines/2782-neg-micon-nm-92-2750-prototype,,NEG Micon,No,No
turbine,2.05,100,70,367800,,FuhrlÃ¤nder LLC WTU2.0-100,https://en.wind-turbine-models.com/turbines/1501-fuhrlaender-llc-wtu2-0-100,,FuhrlÃ¤nder LLC,No,No
turbine,2.05,100,85,367800,,FWT 100/2000,https://en.wind-turbine-models.com/turbines/1038-fwt-100-2000,,FWT,No,No
turbine,2.05,93,70,363900,,FuhrlÃ¤nder LLC WTU2.0-93,https://en.wind-turbine-models.com/turbines/1500-fuhrlaender-llc-wtu2-0-93,,FuhrlÃ¤nder LLC,No,No
turbine,2.05,93,85,363900,,FWT 93/2000,https://en.wind-turbine-models.com/turbines/1037-fwt-93-2000,,FWT,No,No
turbine,2,90,67,361000,,Gamesa G90,https://en.wind-turbine-models.com/turbines/763-gamesa-g90,,Gamesa,No,Yes
turbine,2.5,110,80,361000,,HEAG HW3/S2500(110),https://en.wind-turbine-models.com/turbines/1439-heag-hw3-s2500-110,,HEAG,No,No
turbine,2.5,106,80,360000,,Concord TG-2500,https://en.wind-turbine-models.com/turbines/1709-concord-tg-2500,,Concord,No,No
turbine,2.5,103,80,360000,,HEAG HW3/S2500(103),https://en.wind-turbine-models.com/turbines/1438-heag-hw3-s2500-103,,HEAG,No,No
turbine,3.45,105,72.5,357000,,V105-3.45,Vestas material use brochure,,,No,No
turbine,5,116,,345000,,AREVA M5000-116,https://en.wind-turbine-models.com/turbines/23-areva-m5000-116,,AREVA,No,No
turbine,2.5,90,70,344000,,HEAG HW3/S2500(90),https://en.wind-turbine-models.com/turbines/1436-heag-hw3-s2500-90,,HEAG,No,No
turbine,2.5,97,70,344000,,HEAG HW3/S2500(97),https://en.wind-turbine-models.com/turbines/1437-heag-hw3-s2500-97,,HEAG,No,No
turbine,1.8,90,80,331000,,Vestas V90-1.8,https://en.wind-turbine-models.com/turbines/971-vestas-v90-1-8,,Vestas,No,Yes
turbine,2,90,80,328000,,Vestas V90,https://en.wind-turbine-models.com/turbines/16-vestas-v90,,Vestas,No,No
turbine,1.5,82,94,320000,,Vestas V82-1.5,https://en.wind-turbine-models.com/turbines/1727-vestas-v82-1-5,,Vestas,No,Yes
turbine,2.5,104,85,318000,,Mapna 2.5 MW,https://en.wind-turbine-models.com/turbines/1021-mapna-2-5-mw,,Mapna,No,No
turbine,2.2,120,122,317000,,V120-2.2,Vestas material use brochure,,,No,Yes
turbine,2.5,120,85,316685,,GE2.5-120,GE 3.X technical documentation,,,No,Yes
turbine,2.75,120,85,316685,,GE2.75-120,GE 3.X technical documentation,,,No,No
turbine,3.2,103,85,315717,,GE3.2-103,GE 3.X technical documentation,,,No,No
turbine,2.5,103,85,310217,,GE2.5-103,GE 3.X technical documentation,,,No,No
turbine,2.75,103,85,310217,,GE2.75-103,GE 3.X technical documentation,,,No,No
turbine,2.85,103,85,310217,,GE2.85-103,GE 3.X technical documentation,,,No,Yes
turbine,2.5,100,85,309842,,GE2.5-100,GE 3.X technical documentation,,,No,Yes
turbine,2.75,100,85,309842,,GE2.75-100,GE 3.X technical documentation,,,No,Yes
turbine,2.85,100,85,309842,,GE2.85-100,GE 3.X technical documentation,,,No,No
turbine,1.8,80,60,309000,,Vestas V80-1.8,https://en.wind-turbine-models.com/turbines/1350-vestas-v80-1-8,,Vestas,No,Yes
turbine,2.3,101,80,306000,,Siemens SWT-2.3-101,https://en.wind-turbine-models.com/turbines/341-siemens-swt-2-3-101,,Siemens,No,Yes
turbine,2,80,60,304500,,Vestas V80-2.0 VCS,https://en.wind-turbine-models.com/turbines/1019-vestas-v80-2-0-vcs,,Vestas,No,No
turbine,2.3,93,80,304000,,Siemens SWT-2.3-93,https://en.wind-turbine-models.com/turbines/989-siemens-swt-2-3-93,,Siemens,No,Yes
turbine,1.5,77,65,300000,,AAER A1500-77,https://en.wind-turbine-models.com/turbines/2158-aaer-a1500-77,,AAER,No,No
turbine,3,101,80,300000,,Siemens SWT-3.0-101,https://en.wind-turbine-models.com/turbines/66-siemens-swt-3-0-101,,Siemens,No,Yes
turbine,1.5,77,93.6,300000,,Windtec WT1577,https://en.wind-turbine-models.com/turbines/1168-windtec-wt1577,,Windtec,No,No
turbine,2.3,100.6,99,295000,,Avantis AV 1010,https://en.wind-turbine-models.com/turbines/84-avantis-av-1010,,Avantis,No,No
turbine,2.3,82.4,80,294000,,Siemens SWT-2.3-82,https://en.wind-turbine-models.com/turbines/204-siemens-swt-2-3-82,,Siemens,No,Yes
turbine,2,110,100,291000,,HEAG HW2/S2000(110),https://en.wind-turbine-models.com/turbines/2030-heag-hw2-s2000-110,,HEAG,No,No
turbine,2.85,100,75,289052,,GE2.85-100,GE 3.X technical documentation,,,No,No
turbine,1.3,62,68,280000,,AN Bonus 1300/62,https://en.wind-turbine-models.com/turbines/59-an-bonus-1300-62,,AN Bonus,No,No
turbine,1.3,62,68,280000,,Bonus B62/1300,https://en.wind-turbine-models.com/turbines/1348-bonus-b62-1300,,Bonus,No,Yes
turbine,1.75,66,60,279000,,IWT V66,https://en.wind-turbine-models.com/turbines/2476-iwt-v66,,IWT,No,No
turbine,1.75,66,60,279000,,Vestas V66-1.75,https://en.wind-turbine-models.com/turbines/1292-vestas-v66-1-75,,Vestas,No,No
turbine,1.5,70,70,275000,,JSW Japan Steel Work J70,https://en.wind-turbine-models.com/turbines/2511-jsw-japan-steel-work-j70,,JSW Japan Steel Work,No,No
turbine,2.85,100,70,274752,,GE2.85-100,GE 3.X technical documentation,,,No,No
turbine,1.3,55,68,274000,,IZAR TURBINAS Bonus 55/1300,https://en.wind-turbine-models.com/turbines/1818-izar-turbinas-bonus-55-1300,,IZAR TURBINAS,No,No
turbine,2.5,91.4,60.96,263000,,NASA MOD-2 Boeing,https://en.wind-turbine-models.com/turbines/322-nasa-mod-2-boeing,,NASA,No,No
turbine,2,87.7,70,262000,,XEMC Ltd XE87,https://en.wind-turbine-models.com/turbines/617-xemc-ltd-xe87,,XEMC Ltd,No,No
turbine,2,76,60,260000,,Bonus B76/2000,https://en.wind-turbine-models.com/turbines/121-bonus-b76-2000,,Bonus,No,No
turbine,2,80,80,260000,,DeWind D8,https://en.wind-turbine-models.com/turbines/1010-dewind-d8,,DeWind,No,No
turbine,2.5,80,60,254000,,Nordex N80 Alpha,https://en.wind-turbine-models.com/turbines/89-nordex-n80-alpha,,Nordex,No,No
turbine,2,70.7,65,252000,,XEMC Ltd XE72,https://en.wind-turbine-models.com/turbines/616-xemc-ltd-xe72,,XEMC Ltd,No,No
turbine,0.55,35,40,250000,,HOLEC WPS-35-550,https://en.wind-turbine-models.com/turbines/1033-holec-wps-35-550,,HOLEC,No,No
turbine,1.3,62,68,248000,,Siemens SWT-1.3-62,https://en.wind-turbine-models.com/turbines/1457-siemens-swt-1-3-62,,Siemens,No,No
turbine,2,110,80,248000,,V110-2.0,Vestas material use brochure,,,No,Yes
turbine,2,70.7,65,247000,,Zephyros Z72,https://en.wind-turbine-models.com/turbines/88-zephyros-z72,,Zephyros,No,No
turbine,2,32,54,240000,,JÃ³zef Antos Rebielice KrÃ³lewskie,https://en.wind-turbine-models.com/turbines/2327-j-zef-antos-rebielice-kr-lewskie,,JÃ³zef Antos,No,No
turbine,1.5,60,61,240000,,West Gamma 60,https://en.wind-turbine-models.com/turbines/823-west-gamma-60,,West,No,No
turbine,1.5,70,63,240000,,Windtec WT1570,https://en.wind-turbine-models.com/turbines/1167-windtec-wt1570,,Windtec,No,No
turbine,2,90,80,240000,,V90-2.0,Vestas material use brochure,,,No,No
turbine,1.5,92,80,236500,,HEAG HW2/S1500(92),https://en.wind-turbine-models.com/turbines/2029-heag-hw2-s1500-92,,HEAG,No,No
turbine,2,83.3,70,230000,,JSW Japan Steel Work J82-2.0D,https://en.wind-turbine-models.com/turbines/2516-jsw-japan-steel-work-j82-2-0d,,JSW Japan Steel Work,No,No
turbine,1.3,62,60,230000,,Nordex N62,https://en.wind-turbine-models.com/turbines/53-nordex-n62,,Nordex,No,No
turbine,2,60,66,230000,,West Gamma 2,https://en.wind-turbine-models.com/turbines/1077-west-gamma-2,,West,No,No
turbine,2,100,80,230000,,V100-2.0,Vestas material use brochure,,,No,Yes
turbine,1.3,60,60,227000,,Nordex N60,https://en.wind-turbine-models.com/turbines/77-nordex-n60,,Nordex,No,Yes
turbine,2,66,60,226000,,Vestas V66-2.0,https://en.wind-turbine-models.com/turbines/1277-vestas-v66-2-0,,Vestas,No,Yes
turbine,1.5,66,60,225000,,Enercon E-66,https://en.wind-turbine-models.com/turbines/826-enercon-e-66,,Enercon,No,No
turbine,1.5,77,93.6,225000,,Pfleiderer PWE 1577,https://en.wind-turbine-models.com/turbines/1154-pfleiderer-pwe-1577,,Pfleiderer,No,No
turbine,2,83.3,70,221000,,JSW Japan Steel Work J82-2.0,https://en.wind-turbine-models.com/turbines/65-jsw-japan-steel-work-j82-2-0,,JSW Japan Steel Work,No,No
turbine,3,113,79.5,220000,,Siemens SWT-3.0-113,https://en.wind-turbine-models.com/turbines/752-siemens-swt-3-0-113,,Siemens,No,No
turbine,1.65,66,60,220000,,Vestas V66-1.65,https://en.wind-turbine-models.com/turbines/15-vestas-v66-1-65,,Vestas,No,Yes
turbine,3,108,79.5,213000,,Siemens SWT-3.0-108,https://en.wind-turbine-models.com/turbines/751-siemens-swt-3-0-108,,Siemens,No,No
turbine,1,50,55,210000,,ELKRAFT AvedÃ¸re 1MW,https://en.wind-turbine-models.com/turbines/1166-elkraft-aved-re-1mw,,ELKRAFT,No,No
turbine,1.5,77.1,61.4,207000,,HEAG HW2/S1500(77),https://en.wind-turbine-models.com/turbines/1440-heag-hw2-s1500-77,,HEAG,No,Yes
turbine,1.5,82,70,207000,,HEAG HW2/S1500(82),https://en.wind-turbine-models.com/turbines/2027-heag-hw2-s1500-82,,HEAG,No,No
turbine,1.5,87,70,206000,,HEAG HW2/S1500(87),https://en.wind-turbine-models.com/turbines/2028-heag-hw2-s1500-87,,HEAG,No,No
turbine,1.5,77,60,202500,,Acciona AW-77/1500,https://en.wind-turbine-models.com/turbines/778-acciona-aw-77-1500,,Acciona,No,Yes
turbine,1.5,82,80,202500,,Acciona AW-82/1500,https://en.wind-turbine-models.com/turbines/585-acciona-aw-82-1500,,Acciona,No,Yes
turbine,1.5,70,60,202400,,Acciona AW-70/1500,https://en.wind-turbine-models.com/turbines/777-acciona-aw-70-1500,,Acciona,No,Yes
turbine,1.5,70,60,202400,,Ingetur IT-70/1500,https://en.wind-turbine-models.com/turbines/948-ingetur-it-70-1500,,Ingetur,No,No
turbine,1.65,72,70,200000,,NEG Micon NM 72/1650,https://en.wind-turbine-models.com/turbines/1300-neg-micon-nm-72-1650,,NEG Micon,No,Yes
turbine,1.5,70,65,199000,,Ebara EPW1570,https://en.wind-turbine-models.com/turbines/1877-ebara-epw1570,,Ebara,No,No
turbine,1.5,60,60,198500,,Nordtank NTK 1500 60,https://en.wind-turbine-models.com/turbines/820-nordtank-ntk-1500-60,,Nordtank,No,No
turbine,1.5,77,77,196000,,Ingetur IT-77/1500,https://en.wind-turbine-models.com/turbines/949-ingetur-it-77-1500,,Ingetur,No,No
turbine,1,62,68.5,194000,,DeWind D6 62/1000,https://en.wind-turbine-models.com/turbines/252-dewind-d6-62-1000,,DeWind,No,No
turbine,1.5,64,57,193000,,NEG Micon NM 64/1500,https://en.wind-turbine-models.com/turbines/64-neg-micon-nm-64-1500,,NEG Micon,No,No
turbine,1.5,64,57,193000,,Nordtank NTK 1500 64,https://en.wind-turbine-models.com/turbines/3-nordtank-ntk-1500-64,,Nordtank,No,Yes
turbine,2,93,80,185000,,DeWind D9.1,https://en.wind-turbine-models.com/turbines/910-dewind-d9-1,,DeWind,No,No
turbine,1,54,70,180000,,FuhrlÃ¤nder FL 1000,https://en.wind-turbine-models.com/turbines/70-fuhrlaender-fl-1000,,FuhrlÃ¤nder,No,Yes
turbine,1.65,66,60,180000,,Gamesa G66,https://en.wind-turbine-models.com/turbines/776-gamesa-g66,,Gamesa,No,No
turbine,6,120,,180000,,Siemens SWT-6.0-120,https://en.wind-turbine-models.com/turbines/159-siemens-swt-6-0-120,,Siemens,No,No
turbine,1,54,60,179000,,Nordex N54,https://en.wind-turbine-models.com/turbines/397-nordex-n54,,Nordex,No,Yes
turbine,1.3,62,50,174400,,IZAR TURBINAS Bonus 62/1300,https://en.wind-turbine-models.com/turbines/815-izar-turbinas-bonus-62-1300,,IZAR TURBINAS,No,No
turbine,1,54,50,172000,,Nordex N54 MKII,https://en.wind-turbine-models.com/turbines/929-nordex-n54-mkii,,Nordex,No,No
turbine,1.05,57,55,170000,,bwu BWU 57-1000,https://en.wind-turbine-models.com/turbines/352-bwu-bwu-57-1000,,bwu,No,No
turbine,1,60,70,170000,,NEG Micon NM 60/1000,https://en.wind-turbine-models.com/turbines/313-neg-micon-nm-60-1000,,NEG Micon,No,No
turbine,1,61.4,50,169000,,Mitsubishi MWT-62/1000A,https://en.wind-turbine-models.com/turbines/589-mitsubishi-mwt-62-1000a,,Mitsubishi,No,Yes
turbine,1,57,60,169000,,Mitsubishi MWT-57/1000,https://en.wind-turbine-models.com/turbines/608-mitsubishi-mwt-57-1000,,Mitsubishi,No,Yes
turbine,1.32,61,58.5,161500,,Made - Endesa AE-61,https://en.wind-turbine-models.com/turbines/584-made-endesa-ae-61,,Made - Endesa,No,No
turbine,0.64,30.2,32,160000,,BEST - Romani Nogent-le-Roi,https://en.wind-turbine-models.com/turbines/1210-best-romani-nogent-le-roi,,BEST - Romani,No,No
turbine,1.05,57,55,160000,,HSW Husumer Schiffs. HSW 1000/57,https://en.wind-turbine-models.com/turbines/728-hsw-husumer-schiffs-hsw-1000-57,,HSW Husumer Schiffs.,No,No
turbine,1.05,57,55,160000,,Jacobs 57/1000,https://en.wind-turbine-models.com/turbines/398-jacobs-57-1000,,Jacobs,No,No
turbine,0.8,52,60,160000,,Nordex N52,https://en.wind-turbine-models.com/turbines/387-nordex-n52,,Nordex,No,Yes
turbine,1,56,60,158000,,Acowind A-63,https://en.wind-turbine-models.com/turbines/2423-acowind-a-63,,Acowind,No,No
turbine,1,62,70,158000,,Vergnet GEV HP 1000/62,https://en.wind-turbine-models.com/turbines/435-vergnet-gev-hp-1000-62,,Vergnet,No,No
turbine,1,55,60,158000,,Vergnet GEV HP 1000/55,https://en.wind-turbine-models.com/turbines/1993-vergnet-gev-hp-1000-55,,Vergnet,No,No
turbine,1,58,70,158000,,Vergnet GEV HP 1000/58,https://en.wind-turbine-models.com/turbines/1994-vergnet-gev-hp-1000-58,,Vergnet,No,No
turbine,1,54.2,50,155000,,AN Bonus 1000/54,https://en.wind-turbine-models.com/turbines/396-an-bonus-1000-54,,AN Bonus,No,No
turbine,1,52,50,155000,,Bonus B52/1000,https://en.wind-turbine-models.com/turbines/2784-bonus-b52-1000,,Bonus,No,No
turbine,1,54.2,50,155000,,Bonus B54/1000,https://en.wind-turbine-models.com/turbines/697-bonus-b54-1000,,Bonus,No,No
turbine,1,54.2,50,155000,,IZAR TURBINAS Bonus 54/1000,https://en.wind-turbine-models.com/turbines/2172-izar-turbinas-bonus-54-1000,,IZAR TURBINAS,No,No
turbine,1,55,55,153000,,NedWind NW 55/1000,https://en.wind-turbine-models.com/turbines/421-nedwind-nw-55-1000,,NedWind,No,No
turbine,1.5,63.6,60,151600,,Vestas V63,https://en.wind-turbine-models.com/turbines/821-vestas-v63,,Vestas,No,No
turbine,0.5,40.3,42,150000,,Enercon E-40/5.40,https://en.wind-turbine-models.com/turbines/67-enercon-e-40-5-40,,Enercon,No,Yes
